#     lambda       flux     sys_error   FWHM   quality 
# A(Angstroms) erg/s/cm2/A  erg/s/cm2/A   A  1=ok,0=bad
  11843.2402   4.8557e+01   1.9423e+00   20.00   1.0000e+00
  11863.2461   5.0076e+01   2.0030e+00   20.00   1.0000e+00
  11883.2520   4.8382e+01   1.9353e+00   20.00   1.0000e+00
  11903.2568   4.9325e+01   1.9730e+00   20.00   1.0000e+00
  11923.2627   4.9746e+01   1.9899e+00   20.00   1.0000e+00
  11943.2676   4.9662e+01   1.9865e+00   20.00   1.0000e+00
  11963.2734   4.8906e+01   1.9562e+00   20.00   1.0000e+00
  11983.2783   4.6683e+01   1.8673e+00   20.00   1.0000e+00
  12003.2842   4.7971e+01   1.9188e+00   20.00   1.0000e+00
  12023.2891   4.8909e+01   1.9563e+00   20.00   1.0000e+00
  12043.2949   4.6936e+01   1.8774e+00   20.00   1.0000e+00
  12063.3008   4.8364e+01   1.9346e+00   20.00   1.0000e+00
  12083.3057   4.6138e+01   1.8455e+00   20.00   1.0000e+00
  12103.3115   4.7167e+01   1.8867e+00   20.00   1.0000e+00
  12123.3164   4.7686e+01   1.9074e+00   20.00   1.0000e+00
  12143.3223   4.7758e+01   1.9103e+00   20.00   1.0000e+00
  12163.3271   4.7756e+01   1.9102e+00   20.00   1.0000e+00
  12183.3330   4.7454e+01   1.8982e+00   20.00   1.0000e+00
  12203.3379   4.7219e+01   1.8888e+00   20.00   1.0000e+00
  12223.3438   4.7082e+01   1.8833e+00   20.00   1.0000e+00
  12243.3496   4.6837e+01   1.8735e+00   20.00   1.0000e+00
  12263.3545   4.6757e+01   1.8703e+00   20.00   1.0000e+00
  12283.3604   4.6009e+01   1.8404e+00   20.00   1.0000e+00
  12303.3652   4.6422e+01   1.8569e+00   20.00   1.0000e+00
  12323.3711   4.6058e+01   1.8423e+00   20.00   1.0000e+00
  12343.3760   4.5988e+01   1.8395e+00   20.00   1.0000e+00
  12363.3818   4.5911e+01   1.8364e+00   20.00   1.0000e+00
  12383.3877   4.5922e+01   1.8369e+00   20.00   1.0000e+00
  12403.3926   4.5236e+01   1.8094e+00   20.00   1.0000e+00
  12423.3984   4.5113e+01   1.8045e+00   20.00   1.0000e+00
  12443.4033   4.4906e+01   1.7963e+00   20.00   1.0000e+00
  12463.4092   4.5019e+01   1.8008e+00   20.00   1.0000e+00
  12483.4141   4.4925e+01   1.7970e+00   20.00   1.0000e+00
  12503.4199   4.4913e+01   1.7965e+00   20.00   1.0000e+00
  12523.4248   4.4220e+01   1.7688e+00   20.00   1.0000e+00
  12543.4307   4.4392e+01   1.7757e+00   20.00   1.0000e+00
  12563.4365   4.4099e+01   1.7639e+00   20.00   1.0000e+00
  12583.4414   4.3937e+01   1.7575e+00   20.00   1.0000e+00
  12603.4473   4.3950e+01   1.7580e+00   20.00   1.0000e+00
  12623.4521   4.3620e+01   1.7448e+00   20.00   1.0000e+00
  12643.4580   4.3482e+01   1.7393e+00   20.00   1.0000e+00
  12663.4629   4.3325e+01   1.7330e+00   20.00   1.0000e+00
  12683.4688   4.2651e+01   1.7060e+00   20.00   1.0000e+00
  12703.4746   4.3296e+01   1.7319e+00   20.00   1.0000e+00
  12723.4795   4.3120e+01   1.7248e+00   20.00   1.0000e+00
  12743.4854   4.2701e+01   1.7080e+00   20.00   1.0000e+00
  12763.4902   4.2856e+01   1.7142e+00   20.00   1.0000e+00
  12783.4961   4.2608e+01   1.7043e+00   20.00   1.0000e+00
  12803.5010   4.1916e+01   1.6767e+00   20.00   1.0000e+00
  12823.5068   3.7545e+01   1.5018e+00   20.00   1.0000e+00
  12843.5117   4.1101e+01   1.6440e+00   20.00   1.0000e+00
  12863.5176   4.1556e+01   1.6622e+00   20.00   1.0000e+00
  12883.5234   4.1621e+01   1.6648e+00   20.00   1.0000e+00
  12903.5283   4.1195e+01   1.6478e+00   20.00   1.0000e+00
  12923.5342   4.1475e+01   1.6590e+00   20.00   1.0000e+00
  12943.5391   4.1173e+01   1.6469e+00   20.00   1.0000e+00
  12963.5449   4.1385e+01   1.6554e+00   20.00   1.0000e+00
  12983.5498   4.0897e+01   1.6359e+00   20.00   1.0000e+00
  13003.5557   4.1077e+01   1.6431e+00   20.00   1.0000e+00
  13023.5615   4.0561e+01   1.6224e+00   20.00   1.0000e+00
  13043.5664   4.0277e+01   1.6111e+00   20.00   1.0000e+00
  13063.5723   4.0578e+01   1.6231e+00   20.00   1.0000e+00
  13083.5771   4.0401e+01   1.6160e+00   20.00   1.0000e+00
  13103.5830   4.0229e+01   1.6091e+00   20.00   1.0000e+00
  13123.5879   3.9244e+01   1.5698e+00   20.00   1.0000e+00
  13143.5938   3.9962e+01   1.5985e+00   20.00   1.0000e+00
  13163.5996   3.8722e+01   1.5489e+00   20.00   1.0000e+00
  13183.6045   3.9547e+01   1.5819e+00   20.00   1.0000e+00
  13203.6104   3.9659e+01   1.5864e+00   20.00   1.0000e+00
  13223.6152   3.9355e+01   1.5742e+00   20.00   1.0000e+00
  13243.6211   3.9398e+01   1.5759e+00   20.00   1.0000e+00
  13263.6260   3.9026e+01   1.5610e+00   20.00   1.0000e+00
  13283.6318   3.8906e+01   1.5562e+00   20.00   1.0000e+00
  13303.6367   3.8138e+01   1.5255e+00   20.00   1.0000e+00
  13323.6426   3.8173e+01   1.5269e+00   20.00   1.0000e+00
  13343.6484   3.8816e+01   1.5526e+00   20.00   1.0000e+00
  13363.6533   3.8519e+01   1.5408e+00   20.00   1.0000e+00
  13383.6592   3.8281e+01   1.5312e+00   20.00   1.0000e+00
  13403.6641   3.7760e+01   1.5104e+00   20.00   1.0000e+00
  13423.6699   3.8077e+01   1.5231e+00   20.00   1.0000e+00
  13443.6748   3.8071e+01   1.5229e+00   20.00   1.0000e+00
  13463.6807   3.7790e+01   1.5116e+00   20.00   1.0000e+00
  13483.6865   3.7863e+01   1.5145e+00   20.00   1.0000e+00
  13503.6914   3.7239e+01   1.4896e+00   20.00   1.0000e+00
  13523.6973   3.7562e+01   1.5025e+00   20.00   1.0000e+00
  13543.7021   3.7406e+01   1.4962e+00   20.00   1.0000e+00
  13563.7080   3.6373e+01   1.4549e+00   20.00   1.0000e+00
  13583.7129   3.7083e+01   1.4833e+00   20.00   1.0000e+00
  13603.7188   3.6560e+01   1.4624e+00   20.00   1.0000e+00
  13623.7246   3.6808e+01   1.4723e+00   20.00   1.0000e+00
  13643.7295   3.6343e+01   1.4537e+00   20.00   1.0000e+00
  13663.7354   3.6615e+01   1.4646e+00   20.00   1.0000e+00
  13683.7402   3.6050e+01   1.4420e+00   20.00   1.0000e+00
  13703.7461   3.5856e+01   1.4342e+00   20.00   1.0000e+00
  13723.7510   3.6149e+01   1.4460e+00   20.00   1.0000e+00
  13743.7568   3.5950e+01   1.4380e+00   20.00   1.0000e+00
  13763.7617   3.5470e+01   1.4188e+00   20.00   1.0000e+00
  13783.7676   3.5840e+01   1.4336e+00   20.00   1.0000e+00
  13803.7734   3.5767e+01   1.4307e+00   20.00   1.0000e+00
  13823.7783   3.5348e+01   1.4139e+00   20.00   1.0000e+00
  13843.7842   3.5586e+01   1.4235e+00   20.00   1.0000e+00
  13863.7891   3.5144e+01   1.4057e+00   20.00   1.0000e+00
  13883.7949   3.5358e+01   1.4143e+00   20.00   1.0000e+00
  13903.7998   3.5020e+01   1.4008e+00   20.00   1.0000e+00
  13923.8057   3.5142e+01   1.4057e+00   20.00   1.0000e+00
  13943.8115   3.4903e+01   1.3961e+00   20.00   1.0000e+00
  13963.8164   3.4731e+01   1.3892e+00   20.00   1.0000e+00
  13983.8223   3.4884e+01   1.3954e+00   20.00   1.0000e+00
  14003.8271   3.4119e+01   1.3648e+00   20.00   1.0000e+00
  14023.8330   3.4236e+01   1.3695e+00   20.00   1.0000e+00
  14043.8379   3.4010e+01   1.3604e+00   20.00   1.0000e+00
  14063.8438   3.3988e+01   1.3595e+00   20.00   1.0000e+00
  14083.8496   3.4048e+01   1.3619e+00   20.00   1.0000e+00
  14103.8545   3.4023e+01   1.3609e+00   20.00   1.0000e+00
  14123.8604   3.3158e+01   1.3263e+00   20.00   1.0000e+00
  14143.8652   3.3263e+01   1.3305e+00   20.00   1.0000e+00
  14163.8711   3.3528e+01   1.3411e+00   20.00   1.0000e+00
  14183.8760   3.3485e+01   1.3394e+00   20.00   1.0000e+00
  14203.8818   3.3168e+01   1.3267e+00   20.00   1.0000e+00
  14223.8867   3.2381e+01   1.2953e+00   20.00   1.0000e+00
  14243.8926   3.2788e+01   1.3115e+00   20.00   1.0000e+00
  14263.8984   3.2212e+01   1.2885e+00   20.00   1.0000e+00
  14283.9033   3.2140e+01   1.2856e+00   20.00   1.0000e+00
  14303.9092   3.2290e+01   1.2916e+00   20.00   1.0000e+00
  14323.9141   3.2436e+01   1.2974e+00   20.00   1.0000e+00
  14343.9199   3.2345e+01   1.2938e+00   20.00   1.0000e+00
  14363.9248   3.2445e+01   1.2978e+00   20.00   1.0000e+00
  14383.9307   3.2498e+01   1.2999e+00   20.00   1.0000e+00
  14403.9365   3.1062e+01   1.2425e+00   20.00   1.0000e+00
  14423.9414   3.1636e+01   1.2654e+00   20.00   1.0000e+00
  14443.9473   3.1341e+01   1.2536e+00   20.00   1.0000e+00
  14463.9521   3.1928e+01   1.2771e+00   20.00   1.0000e+00
  14483.9580   3.1659e+01   1.2664e+00   20.00   1.0000e+00
  14503.9629   3.1410e+01   1.2564e+00   20.00   1.0000e+00
  14523.9688   3.0981e+01   1.2392e+00   20.00   1.0000e+00
  14543.9746   3.0974e+01   1.2390e+00   20.00   1.0000e+00
  14563.9795   3.0845e+01   1.2338e+00   20.00   1.0000e+00
  14583.9854   3.1365e+01   1.2546e+00   20.00   1.0000e+00
  14603.9902   3.1145e+01   1.2458e+00   20.00   1.0000e+00
  14623.9961   3.0778e+01   1.2311e+00   20.00   1.0000e+00
  14644.0010   3.0736e+01   1.2294e+00   20.00   1.0000e+00
  14664.0068   3.0546e+01   1.2218e+00   20.00   1.0000e+00
  14684.0127   3.0629e+01   1.2252e+00   20.00   1.0000e+00
  14704.0176   3.0411e+01   1.2164e+00   20.00   1.0000e+00
  14724.0234   3.0238e+01   1.2095e+00   20.00   1.0000e+00
  14744.0283   2.9759e+01   1.1903e+00   20.00   1.0000e+00
  14764.0342   2.9813e+01   1.1925e+00   20.00   1.0000e+00
  14784.0391   2.9586e+01   1.1834e+00   20.00   1.0000e+00
  14804.0449   3.0174e+01   1.2070e+00   20.00   1.0000e+00
  14824.0508   2.9931e+01   1.1973e+00   20.00   1.0000e+00
  14844.0557   2.9492e+01   1.1797e+00   20.00   1.0000e+00
  14864.0615   2.9773e+01   1.1909e+00   20.00   1.0000e+00
  14884.0664   2.7472e+01   1.0989e+00   20.00   1.0000e+00
  14904.0723   2.9798e+01   1.1919e+00   20.00   1.0000e+00
  14924.0771   2.9584e+01   1.1834e+00   20.00   1.0000e+00
  14944.0830   2.9792e+01   1.1917e+00   20.00   1.0000e+00
  14964.0889   2.8894e+01   1.1558e+00   20.00   1.0000e+00
  14984.0938   2.9295e+01   1.1718e+00   20.00   1.0000e+00
  15004.0996   2.9246e+01   1.1698e+00   20.00   1.0000e+00
  15024.1045   2.8052e+01   1.1221e+00   20.00   1.0000e+00
  15044.1104   2.7624e+01   1.1050e+00   20.00   1.0000e+00
  15064.1152   2.7353e+01   1.0941e+00   20.00   1.0000e+00
  15084.1211   2.8278e+01   1.1311e+00   20.00   1.0000e+00
  15104.1260   2.9056e+01   1.1622e+00   20.00   1.0000e+00
  15124.1318   2.8503e+01   1.1401e+00   20.00   1.0000e+00
  15144.1377   2.8278e+01   1.1311e+00   20.00   1.0000e+00
  15164.1426   2.8413e+01   1.1365e+00   20.00   1.0000e+00
  15184.1484   2.8494e+01   1.1398e+00   20.00   1.0000e+00
  15204.1533   2.8389e+01   1.1356e+00   20.00   1.0000e+00
  15224.1592   2.7625e+01   1.1050e+00   20.00   1.0000e+00
  15244.1641   2.7825e+01   1.1130e+00   20.00   1.0000e+00
  15264.1699   2.8216e+01   1.1286e+00   20.00   1.0000e+00
  15284.1758   2.8267e+01   1.1307e+00   20.00   1.0000e+00
  15304.1807   2.7094e+01   1.0838e+00   20.00   1.0000e+00
  15324.1865   2.7970e+01   1.1188e+00   20.00   1.0000e+00
  15344.1914   2.7441e+01   1.0976e+00   20.00   1.0000e+00
  15364.1973   2.7819e+01   1.1128e+00   20.00   1.0000e+00
  15384.2021   2.7494e+01   1.0998e+00   20.00   1.0000e+00
  15404.2080   2.6937e+01   1.0775e+00   20.00   1.0000e+00
  15424.2139   2.7194e+01   1.0878e+00   20.00   1.0000e+00
  15444.2188   2.7579e+01   1.1031e+00   20.00   1.0000e+00
  15464.2246   2.7525e+01   1.1010e+00   20.00   1.0000e+00
  15484.2295   2.6758e+01   1.0703e+00   20.00   1.0000e+00
  15504.2354   2.6696e+01   1.0678e+00   20.00   1.0000e+00
  15524.2402   2.7055e+01   1.0822e+00   20.00   1.0000e+00
  15544.2461   2.6208e+01   1.0483e+00   20.00   1.0000e+00
  15564.2520   2.6424e+01   1.0569e+00   20.00   1.0000e+00
  15584.2568   2.6526e+01   1.0610e+00   20.00   1.0000e+00
  15604.2627   2.6436e+01   1.0574e+00   20.00   1.0000e+00
  15624.2676   2.6603e+01   1.0641e+00   20.00   1.0000e+00
  15644.2734   2.6292e+01   1.0517e+00   20.00   1.0000e+00
  15664.2783   2.5904e+01   1.0361e+00   20.00   1.0000e+00
  15684.2842   2.5775e+01   1.0310e+00   20.00   1.0000e+00
  15704.2900   2.5906e+01   1.0362e+00   20.00   1.0000e+00
  15724.2949   2.6040e+01   1.0416e+00   20.00   1.0000e+00
  15744.3008   2.5486e+01   1.0195e+00   20.00   1.0000e+00
  15764.3057   2.4612e+01   9.8450e-01   20.00   1.0000e+00
  15784.3115   2.4306e+01   9.7225e-01   20.00   1.0000e+00
  15804.3164   2.5768e+01   1.0307e+00   20.00   1.0000e+00
  15824.3223   2.4828e+01   9.9313e-01   20.00   1.0000e+00
  15844.3281   2.5174e+01   1.0070e+00   20.00   1.0000e+00
  15864.3330   2.5245e+01   1.0098e+00   20.00   1.0000e+00
  15884.3389   2.4141e+01   9.6563e-01   20.00   1.0000e+00
  15904.3438   2.2983e+01   9.1933e-01   20.00   1.0000e+00
  15924.3496   2.4505e+01   9.8019e-01   20.00   1.0000e+00
  15944.3545   2.5278e+01   1.0111e+00   20.00   1.0000e+00
  15964.3604   2.4248e+01   9.6992e-01   20.00   1.0000e+00
  15984.3662   2.5243e+01   1.0097e+00   20.00   1.0000e+00
  16004.3711   2.4494e+01   9.7974e-01   20.00   1.0000e+00
  16024.3770   2.4531e+01   9.8123e-01   20.00   1.0000e+00
  16044.3818   2.4493e+01   9.7974e-01   20.00   1.0000e+00
  16064.3877   2.4352e+01   9.7406e-01   20.00   1.0000e+00
  16084.3926   2.4575e+01   9.8300e-01   20.00   1.0000e+00
  16104.3984   2.3391e+01   9.3563e-01   20.00   1.0000e+00
  16124.4043   2.3930e+01   9.5722e-01   20.00   1.0000e+00
  16144.4092   2.4194e+01   9.6777e-01   20.00   1.0000e+00
  16164.4150   2.3024e+01   9.2097e-01   20.00   1.0000e+00
  16184.4199   2.4162e+01   9.6649e-01   20.00   1.0000e+00
  16204.4258   2.3223e+01   9.2894e-01   20.00   1.0000e+00
  16224.4307   2.3698e+01   9.4791e-01   20.00   1.0000e+00
  16244.4365   2.4005e+01   9.6019e-01   20.00   1.0000e+00
  16264.4424   2.3908e+01   9.5631e-01   20.00   1.0000e+00
  16284.4473   2.4115e+01   9.6461e-01   20.00   1.0000e+00
  16304.4531   2.3727e+01   9.4908e-01   20.00   1.0000e+00
  16324.4580   2.3610e+01   9.4439e-01   20.00   1.0000e+00
  16344.4639   2.3330e+01   9.3320e-01   20.00   1.0000e+00
  16364.4688   2.3040e+01   9.2161e-01   20.00   1.0000e+00
  16384.4746   2.2368e+01   8.9472e-01   20.00   1.0000e+00
  16404.4805   2.2292e+01   8.9169e-01   20.00   1.0000e+00
  16424.4863   2.2242e+01   8.8969e-01   20.00   1.0000e+00
  16444.4902   2.2204e+01   8.8815e-01   20.00   1.0000e+00
  16464.4961   2.2790e+01   9.1161e-01   20.00   1.0000e+00
  16484.5020   2.2822e+01   9.1287e-01   20.00   1.0000e+00
  16504.5078   2.2361e+01   8.9446e-01   20.00   1.0000e+00
  16524.5117   2.2413e+01   8.9653e-01   20.00   1.0000e+00
  16544.5176   2.2612e+01   9.0447e-01   20.00   1.0000e+00
  16564.5234   2.2584e+01   9.0335e-01   20.00   1.0000e+00
  16584.5293   2.2564e+01   9.0256e-01   20.00   1.0000e+00
  16604.5352   2.2320e+01   8.9281e-01   20.00   1.0000e+00
  16624.5391   2.2393e+01   8.9570e-01   20.00   1.0000e+00
  16644.5449   2.2242e+01   8.8970e-01   20.00   1.0000e+00
  16664.5508   2.1897e+01   8.7590e-01   20.00   1.0000e+00
  16684.5566   2.1577e+01   8.6307e-01   20.00   1.0000e+00
  16704.5625   2.2107e+01   8.8426e-01   20.00   1.0000e+00
  16724.5664   2.1205e+01   8.4819e-01   20.00   1.0000e+00
  16744.5723   2.1685e+01   8.6738e-01   20.00   1.0000e+00
  16764.5781   2.0977e+01   8.3907e-01   20.00   1.0000e+00
  16784.5840   2.1293e+01   8.5172e-01   20.00   1.0000e+00
  16804.5879   2.0320e+01   8.1282e-01   20.00   1.0000e+00
  16824.5938   1.9976e+01   7.9903e-01   20.00   1.0000e+00
  16844.5996   2.0907e+01   8.3626e-01   20.00   1.0000e+00
  16864.6055   2.0985e+01   8.3938e-01   20.00   1.0000e+00
  16884.6113   2.0954e+01   8.3816e-01   20.00   1.0000e+00
  16904.6152   2.0767e+01   8.3067e-01   20.00   1.0000e+00
  16924.6211   2.1103e+01   8.4413e-01   20.00   1.0000e+00
  16944.6270   2.0968e+01   8.3871e-01   20.00   1.0000e+00
  16964.6328   2.0895e+01   8.3579e-01   20.00   1.0000e+00
  16984.6387   2.0807e+01   8.3228e-01   20.00   1.0000e+00
  17004.6426   2.0465e+01   8.1860e-01   20.00   1.0000e+00
  17024.6484   2.0302e+01   8.1207e-01   20.00   1.0000e+00
  17044.6543   2.0332e+01   8.1328e-01   20.00   1.0000e+00
  17064.6602   2.0365e+01   8.1461e-01   20.00   1.0000e+00
  17084.6641   2.0019e+01   8.0077e-01   20.00   1.0000e+00
  17104.6699   2.0153e+01   8.0611e-01   20.00   1.0000e+00
  17124.6758   1.9346e+01   7.7386e-01   20.00   1.0000e+00
  17144.6816   2.0216e+01   8.0863e-01   20.00   1.0000e+00
  17164.6875   1.9993e+01   7.9971e-01   20.00   1.0000e+00
  17184.6914   1.9914e+01   7.9657e-01   20.00   1.0000e+00
  17204.6973   1.9615e+01   7.8461e-01   20.00   1.0000e+00
  17224.7031   1.9599e+01   7.8397e-01   20.00   1.0000e+00
  17244.7090   1.8948e+01   7.5794e-01   20.00   1.0000e+00
  17264.7148   1.9354e+01   7.7416e-01   20.00   1.0000e+00
  17284.7188   1.9262e+01   7.7049e-01   20.00   1.0000e+00
  17304.7246   1.9368e+01   7.7470e-01   20.00   1.0000e+00
  17324.7305   1.8984e+01   7.5937e-01   20.00   1.0000e+00
  17344.7363   1.8025e+01   7.2102e-01   20.00   1.0000e+00
  17364.7402   1.7565e+01   7.0261e-01   20.00   1.0000e+00
  17384.7461   1.8173e+01   7.2693e-01   20.00   1.0000e+00
  17404.7520   1.8672e+01   7.4689e-01   20.00   1.0000e+00
  17424.7578   1.8501e+01   7.4006e-01   20.00   1.0000e+00
  17444.7637   1.8797e+01   7.5188e-01   20.00   1.0000e+00
  17464.7676   1.8411e+01   7.3645e-01   20.00   1.0000e+00
  17484.7734   1.8333e+01   7.3333e-01   20.00   1.0000e+00
  17504.7793   1.8376e+01   7.3503e-01   20.00   1.0000e+00
  17524.7852   1.8283e+01   7.3131e-01   20.00   1.0000e+00
  17544.7910   1.8478e+01   7.3913e-01   20.00   1.0000e+00
  17564.7949   1.8387e+01   7.3547e-01   20.00   1.0000e+00
  17584.8008   1.8349e+01   7.3398e-01   20.00   1.0000e+00
  17604.8066   1.8284e+01   7.3134e-01   20.00   1.0000e+00
  17624.8125   1.7763e+01   7.1052e-01   20.00   1.0000e+00
  17644.8164   1.8045e+01   7.2180e-01   20.00   1.0000e+00
  17664.8223   1.8159e+01   7.2636e-01   20.00   1.0000e+00
  17684.8281   1.7961e+01   7.1845e-01   20.00   1.0000e+00
  17704.8340   1.7812e+01   7.1248e-01   20.00   1.0000e+00
  17724.8398   1.7888e+01   7.1552e-01   20.00   1.0000e+00
  17744.8438   1.7880e+01   7.1518e-01   20.00   1.0000e+00
  17764.8496   1.7532e+01   7.0126e-01   20.00   1.0000e+00
  17784.8555   1.7407e+01   6.9628e-01   20.00   1.0000e+00
  17804.8613   1.7433e+01   6.9732e-01   20.00   1.0000e+00
  17824.8672   1.7374e+01   6.9496e-01   20.00   1.0000e+00
  17844.8711   1.7349e+01   6.9397e-01   20.00   1.0000e+00
  17864.8770   1.7253e+01   6.9012e-01   20.00   1.0000e+00
  17884.8828   1.7443e+01   6.9771e-01   20.00   1.0000e+00
  17904.8887   1.7274e+01   6.9096e-01   20.00   1.0000e+00
  17924.8945   1.7140e+01   6.8559e-01   20.00   1.0000e+00
  17944.8984   1.6993e+01   6.7973e-01   20.00   1.0000e+00
  17964.9043   1.6981e+01   6.7925e-01   20.00   1.0000e+00
  17984.9102   1.6947e+01   6.7789e-01   20.00   1.0000e+00
  18004.9160   1.6861e+01   6.7444e-01   20.00   1.0000e+00
  18024.9199   1.6548e+01   6.6190e-01   20.00   1.0000e+00
  18044.9258   1.6759e+01   6.7036e-01   20.00   1.0000e+00
  18064.9316   1.6649e+01   6.6597e-01   20.00   1.0000e+00
  18084.9375   1.6624e+01   6.6497e-01   20.00   1.0000e+00
  18104.9434   1.6591e+01   6.6364e-01   20.00   1.0000e+00
  18124.9473   1.6409e+01   6.5636e-01   20.00   1.0000e+00
  18144.9531   1.6221e+01   6.4885e-01   20.00   1.0000e+00
  18164.9590   1.5783e+01   6.3133e-01   20.00   1.0000e+00
  18184.9648   1.4645e+01   5.8581e-01   20.00   1.0000e+00
  18204.9707   1.5676e+01   6.2703e-01   20.00   1.0000e+00
  18224.9746   1.5547e+01   6.2189e-01   20.00   1.0000e+00
  18244.9805   1.6031e+01   6.4125e-01   20.00   1.0000e+00
  18264.9863   1.6023e+01   6.4090e-01   20.00   1.0000e+00
  18284.9922   1.5804e+01   6.3214e-01   20.00   1.0000e+00
  18304.9961   1.5942e+01   6.3766e-01   20.00   1.0000e+00
  18325.0020   1.5797e+01   6.3186e-01   20.00   1.0000e+00
  18345.0078   1.5706e+01   6.2825e-01   20.00   1.0000e+00
  18365.0137   1.5700e+01   6.2800e-01   20.00   1.0000e+00
  18385.0195   1.5496e+01   6.1985e-01   20.00   1.0000e+00
  18405.0234   1.5522e+01   6.2089e-01   20.00   1.0000e+00
  18425.0293   1.5217e+01   6.0867e-01   20.00   1.0000e+00
  18445.0352   1.5343e+01   6.1370e-01   20.00   1.0000e+00
  18465.0410   1.5443e+01   6.1771e-01   20.00   1.0000e+00
  18485.0469   1.4804e+01   5.9216e-01   20.00   1.0000e+00
  18505.0508   1.5389e+01   6.1555e-01   20.00   1.0000e+00
  18525.0566   1.5267e+01   6.1068e-01   20.00   1.0000e+00
  18545.0625   1.5141e+01   6.0564e-01   20.00   1.0000e+00
  18565.0684   1.4885e+01   5.9540e-01   20.00   1.0000e+00
  18585.0723   1.5069e+01   6.0278e-01   20.00   1.0000e+00
  18605.0781   1.4803e+01   5.9212e-01   20.00   1.0000e+00
  18625.0840   1.4683e+01   5.8733e-01   20.00   1.0000e+00
  18645.0898   1.4745e+01   5.8980e-01   20.00   1.0000e+00
  18665.0957   1.4497e+01   5.7989e-01   20.00   1.0000e+00
  18685.0996   1.4495e+01   5.7980e-01   20.00   1.0000e+00
  18705.1055   1.4626e+01   5.8503e-01   20.00   1.0000e+00
  18725.1113   1.4150e+01   5.6598e-01   20.00   1.0000e+00
  18745.1172   1.3745e+01   5.4980e-01   20.00   1.0000e+00
  18765.1230   1.1969e+01   4.7876e-01   20.00   1.0000e+00
  18785.1270   1.3983e+01   5.5934e-01   20.00   1.0000e+00
  18805.1328   1.4110e+01   5.6439e-01   20.00   1.0000e+00
  18825.1387   1.4298e+01   5.7191e-01   20.00   1.0000e+00
  18845.1445   1.4218e+01   5.6871e-01   20.00   1.0000e+00
  18865.1484   1.3934e+01   5.5735e-01   20.00   1.0000e+00
  18885.1543   1.4226e+01   5.6905e-01   20.00   1.0000e+00
  18905.1602   1.3839e+01   5.5355e-01   20.00   1.0000e+00
  18925.1660   1.3784e+01   5.5137e-01   20.00   1.0000e+00
  18945.1719   1.3614e+01   5.4456e-01   20.00   1.0000e+00
  18965.1758   1.3333e+01   5.3331e-01   20.00   1.0000e+00
  18985.1816   1.3789e+01   5.5157e-01   20.00   1.0000e+00
  19005.1875   1.3682e+01   5.4726e-01   20.00   1.0000e+00
  19025.1934   1.3977e+01   5.5906e-01   20.00   1.0000e+00
  19045.1992   1.3673e+01   5.4693e-01   20.00   1.0000e+00
  19065.2031   1.3731e+01   5.4922e-01   20.00   1.0000e+00
  19085.2090   1.3612e+01   5.4449e-01   20.00   1.0000e+00
  19105.2148   1.3705e+01   5.4821e-01   20.00   1.0000e+00
  19125.2207   1.3383e+01   5.3532e-01   20.00   1.0000e+00
  19145.2266   1.3632e+01   5.4528e-01   20.00   1.0000e+00
  19165.2305   1.3503e+01   5.4012e-01   20.00   1.0000e+00
  19185.2363   1.3429e+01   5.3717e-01   20.00   1.0000e+00
  19205.2422   1.3188e+01   5.2754e-01   20.00   1.0000e+00
  19225.2480   1.3427e+01   5.3707e-01   20.00   1.0000e+00
  19245.2520   1.3221e+01   5.2883e-01   20.00   1.0000e+00
  19265.2578   1.3305e+01   5.3219e-01   20.00   1.0000e+00
  19285.2637   1.2957e+01   5.1827e-01   20.00   1.0000e+00
  19305.2695   1.2925e+01   5.1699e-01   20.00   1.0000e+00
  19325.2754   1.2760e+01   5.1038e-01   20.00   1.0000e+00
  19345.2793   1.2956e+01   5.1823e-01   20.00   1.0000e+00
  19365.2852   1.2924e+01   5.1694e-01   20.00   1.0000e+00
  19385.2910   1.2969e+01   5.1876e-01   20.00   1.0000e+00
  19405.2969   1.2528e+01   5.0113e-01   20.00   1.0000e+00
  19425.3027   1.2678e+01   5.0713e-01   20.00   1.0000e+00
  19445.3066   1.1588e+01   4.6352e-01   20.00   1.0000e+00
  19465.3125   1.1428e+01   4.5711e-01   20.00   1.0000e+00
  19485.3184   1.2442e+01   4.9768e-01   20.00   1.0000e+00
  19505.3242   1.2422e+01   4.9689e-01   20.00   1.0000e+00
  19525.3281   1.2050e+01   4.8200e-01   20.00   1.0000e+00
  19545.3340   1.2651e+01   5.0605e-01   20.00   1.0000e+00
  19565.3398   1.2576e+01   5.0304e-01   20.00   1.0000e+00
  19585.3457   1.2545e+01   5.0181e-01   20.00   1.0000e+00
  19605.3516   1.2443e+01   4.9772e-01   20.00   1.0000e+00
  19625.3555   1.2333e+01   4.9333e-01   20.00   1.0000e+00
  19645.3613   1.1955e+01   4.7820e-01   20.00   1.0000e+00
  19665.3672   1.2147e+01   4.8587e-01   20.00   1.0000e+00
  19685.3730   1.2363e+01   4.9452e-01   20.00   1.0000e+00
  19705.3789   1.2247e+01   4.8986e-01   20.00   1.0000e+00
  19725.3828   1.1855e+01   4.7421e-01   20.00   1.0000e+00
  19745.3887   1.2050e+01   4.8200e-01   20.00   1.0000e+00
  19765.3945   1.2133e+01   4.8530e-01   20.00   1.0000e+00
  19785.4004   1.1760e+01   4.7041e-01   20.00   1.0000e+00
